brand,location_id,name,line1,city,region,postalCode,countryCode,lat,lng,phone,website
Raising Cane's,C250,Raising Cane's Chicken Fingers,6717 FM 1463 Road,Katy,TX,77494,US,29.696399112704402,-95.84545440822014,+12815742126,{'url': 'https://locations.raisingcanes.com/tx/katy/6717-fm-1463-road'}
Raising Cane's,C126,Raising Cane's Chicken Fingers,3833 FM 1092 Rd.,Missouri City,TX,77459,US,29.565867476202126,-95.56382029711388,+12814990614,{'url': 'https://locations.raisingcanes.com/tx/missouri-city/3833-fm-1092-rd.'}
Raising Cane's,C556,Raising Cane's Chicken Fingers,1529 Highway 6,Sugar Land,TX,77478,US,29.601681656227765,-95.6298795444692,+12812016969,{'url': 'https://locations.raisingcanes.com/tx/sugar-land/1529-highway-6'}
Raising Cane's,C346,Raising Cane's Chicken Fingers,10215 W Grand Pkwy S,Richmond,TX,77407,US,29.656106859876605,-95.71176730025086,+12819499199,{'url': 'https://locations.raisingcanes.com/tx/richmond/10215-w-grand-pkwy-s'}
Raising Cane's,C257,Raising Cane's Chicken Fingers,9730 Gaston Rd.,Katy,TX,77494,US,29.73507811804737,-95.81088043699502,+12815743779,{'url': 'https://locations.raisingcanes.com/tx/katy/9730-gaston-rd.'}
Raising Cane's,C514,Raising Cane's Chicken Fingers,12627 South Kirkwood Road,Stafford,TX,77477,US,29.638164656421353,-95.5801917754631,+12814948672,{'url': 'https://locations.raisingcanes.com/tx/stafford/12627-south-kirkwood-road'}
Raising Cane's,C89,Raising Cane's Chicken Fingers,9527 Broadway St,Pearland,TX,77584,US,29.55701283445805,-95.36842835276127,+17134362023,{'url': 'https://locations.raisingcanes.com/tx/pearland/9527-broadway-st'}
Raising Cane's,C258,Raising Cane's Chicken Fingers,410 S Mason Rd.,Katy,TX,77450,US,29.778474748922797,-95.75236944117918,+12815747266,{'url': 'https://locations.raisingcanes.com/tx/katy/410-s-mason-rd.'}
Raising Cane's,C326,Raising Cane's Chicken Fingers,1740 Fry Road,Houston,TX,77084,US,29.79153818644888,-95.71857081043339,+12814920337,{'url': 'https://locations.raisingcanes.com/tx/houston/1740-fry-road'}
Raising Cane's,C24,Raising Cane's Chicken Fingers,12201 Westheimer Rd,Houston,TX,77077,US,29.73578773567476,-95.59620285706043,+12814977907,{'url': 'https://locations.raisingcanes.com/tx/houston/12201-westheimer-rd'}
Raising Cane's,C1054,Raising Cane's Chicken Fingers,3001 FM 1764,La Marque,TX,77568,US,29.399809880469096,-95.03741620982171,+12545233994,"{'url': 'https://locations.raisingcanes.com/tx/la-marque/3001-fm-1764', 'displayUrl': 'https://locations.raisingcanes.com/tx/la-marque/3001-fm-1764', 'preferDisplayUrl': False}"
Raising Cane's,C188,Raising Cane's Chicken Fingers,1601 Broadway St.,Pearland,TX,77581,US,29.547909841362102,-95.23212206429177,+12819935171,{'url': 'https://locations.raisingcanes.com/tx/pearland/1601-broadway-st.'}
Raising Cane's,C208,Raising Cane's Chicken Fingers,2586 E. League City Pkwy,League City,TX,77573,US,29.505010995375592,-95.04312115111588,+12815354784,{'url': 'https://locations.raisingcanes.com/tx/league-city/2586-e.-league-city-pkwy'}
Raising Cane's,C361,Raising Cane's Chicken Fingers,1640 West Bay Area Boulevard,Friendswood,TX,77546,US,29.538405047768013,-95.15186796502972,+12812863932,{'url': 'https://locations.raisingcanes.com/tx/friendswood/1640-west-bay-area-boulevard'}
Raising Cane's,C567,Raising Cane's Chicken Fingers,2473 Bay Area Blvd,Houston,TX,77058,US,29.57504658984628,-95.1087514724744,+12817169892,{'url': 'https://locations.raisingcanes.com/tx/houston/2473-bay-area-blvd'}
Raising Cane's,C107,Raising Cane's Chicken Fingers,5107 Fairmont Parkway,Pasadena,TX,77505,US,29.65023789595888,-95.16495277809953,+12814873882,{'url': 'https://locations.raisingcanes.com/tx/pasadena/5107-fairmont-parkway'}
Raising Cane's,C942,Raising Cane's Chicken Fingers,8055 Spencer Highway,Deer Park,TX,77536,US,29.664298292563842,-95.11488132042743,+12817068155,{'url': 'https://locations.raisingcanes.com/tx/deer-park/8055-spencer-highway'}
Raising Cane's,C487,Raising Cane's Chicken Fingers,7009 Gulf Freeway,Houston,TX,77087,US,29.70187347423046,-95.29379556258297,+17134540419,{'url': 'https://locations.raisingcanes.com/tx/houston/7009-gulf-freeway'}
Raising Cane's,C266,Raising Cane's Chicken Fingers,9530 S Main Street,Houston,TX,77025,US,29.6814235066151,-95.42540365010966,+17136667718,{'url': 'https://locations.raisingcanes.com/tx/houston/9530-s-main-street'}
Raising Cane's,C600,Raising Cane's Chicken Fingers,4908 Garth Road,Baytown,TX,77521,US,29.776926387431725,-94.97709720117598,+12814209061,{'url': 'https://locations.raisingcanes.com/tx/baytown/4908-garth-road'}
Raising Cane's,C223,Raising Cane's Chicken Fingers,5326 South Rice Ave,Houston,TX,77081,US,29.723986079389135,-95.46869438769062,+17136677532,{'url': 'https://locations.raisingcanes.com/tx/houston/5326-south-rice-ave'}
Raising Cane's,C153,Raising Cane's Chicken Fingers,1902 Westheimer Rd.,Houston,TX,77098,US,29.74306057900985,-95.40750759248381,+17135289020,{'url': 'https://locations.raisingcanes.com/tx/houston/1902-westheimer-rd.'}
Raising Cane's,C104,Raising Cane's Chicken Fingers,5015 Westheimer Rd. Galleria 1 Mall Suite 1470,Houston,TX,77056,US,29.739100735697143,-95.46344485698506,+17139930811,{'url': 'https://locations.raisingcanes.com/tx/houston/5015-westheimer-rd.-galleria-1-mall-suite-1470'}
Raising Cane's,C45,Raising Cane's Chicken Fingers,7531 Westheimer Rd,Houston,TX,77063,US,29.73721526307003,-95.50233729287154,+17137803475,{'url': 'https://locations.raisingcanes.com/tx/houston/7531-westheimer-rd'}
Raising Cane's,C363,Raising Cane's Chicken Fingers,15231 Wallisville Rd,Houston,TX,77049,US,29.8074151,-95.1698554,+12814599647,{'url': 'https://locations.raisingcanes.com/tx/houston/15231-wallisville-rd'}
Raising Cane's,C265,Raising Cane's Chicken Fingers,2015 Shepherd Dr.,Houston,TX,77007,US,29.778266390255837,-95.41011507676114,+17138616403,{'url': 'https://locations.raisingcanes.com/tx/houston/2015-shepherd-dr.'}
Raising Cane's,C103,Raising Cane's Chicken Fingers,3007 Ella Blvd.,Houston,TX,77018,US,29.81374546165197,-95.42985310448884,+17138808799,{'url': 'https://locations.raisingcanes.com/tx/houston/3007-ella-blvd.'}
Raising Cane's,C900,Raising Cane's Chicken Fingers,1331 Gessner Rd,Houston,TX,77055,US,29.7928813,-95.5449433,+13462164806,{'url': 'https://locations.raisingcanes.com/tx/houston/1331-gessner-rd'}
Raising Cane's,C166,Raising Cane's Chicken Fingers,1105 N. Dairy Ashford Rd.,Houston,TX,77079,US,29.780272300773696,-95.60691302594995,+12815898191,{'url': 'https://locations.raisingcanes.com/tx/houston/1105-n.-dairy-ashford-rd.'}
Raising Cane's,C475,Raising Cane's Chicken Fingers,4055 Little York Road,Houston,TX,77093,US,29.8703816,-95.32702,+12812270425,{'url': 'https://locations.raisingcanes.com/tx/houston/4055-little-york-road'}
Raising Cane's,C603,Raising Cane's Chicken Fingers,13480 Northwest Freeway,Houston,TX,77040,US,29.851837725325968,-95.50929223031028,+17133692606,{'url': 'https://locations.raisingcanes.com/tx/houston/13480-northwest-freeway'}
Raising Cane's,C99,Raising Cane's Chicken Fingers,6015 Hwy 6 North,Houston,TX,77084,US,29.865229432112287,-95.64576955356262,+12813451605,{'url': 'https://locations.raisingcanes.com/tx/houston/6015-hwy-6-north'}
Raising Cane's,C341,Raising Cane's Chicken Fingers,163 West Road,Houston,TX,77037,US,29.914696977016057,-95.41005394440238,+12819314603,{'url': 'https://locations.raisingcanes.com/tx/houston/163-west-road'}
Raising Cane's,C203,Raising Cane's Chicken Fingers,13330 Tomball Parkway,Houston,TX,77086,US,29.914832908963366,-95.48477246030855,+12815917570,{'url': 'https://locations.raisingcanes.com/tx/houston/13330-tomball-parkway'}
Raising Cane's,C100,Raising Cane's Chicken Fingers,12345 Fm 1960 Rd W,Houston,TX,77065,US,29.92319719087312,-95.60069375333201,+12814693435,{'url': 'https://locations.raisingcanes.com/tx/houston/12345-fm-1960-rd-w'}
Raising Cane's,C587,Raising Cane's Chicken Fingers,8956 Barker Cypress Road,Cypress,TX,77433,US,29.907568772295416,-95.68538193341718,+12817169885,{'url': 'https://locations.raisingcanes.com/tx/cypress/8956-barker-cypress-road'}
Raising Cane's,C633,Raising Cane's Chicken Fingers,7351 FM 1960 Rd E,Humble,TX,77346,US,29.998728323333534,-95.16669768792123,+12817068320,{'url': 'https://locations.raisingcanes.com/tx/humble/7351-fm-1960-rd-e'}
Raising Cane's,C871,Raising Cane's Chicken Fingers,140 Airtex Dr,Houston,TX,77090,US,29.982000693129592,-95.42536698650873,+12815043766,{'url': 'https://locations.raisingcanes.com/tx/houston/140-airtex-dr'}
Raising Cane's,C187,Raising Cane's Chicken Fingers,3324 Highway 365,Nederland,TX,77627,US,29.949277856365274,-93.99185541960247,+14097242226,{'url': 'https://locations.raisingcanes.com/tx/nederland/3324-highway-365'}
Raising Cane's,C157,Raising Cane's Chicken Fingers,7535 Cypress Creek Parkway,Houston,TX,77070,US,29.963878372062187,-95.54213866153192,+12814777406,{'url': 'https://locations.raisingcanes.com/tx/houston/7535-cypress-creek-parkway'}
Raising Cane's,C184,Raising Cane's Chicken Fingers,705 Cypress Creek Pkwy,Houston,TX,77090,US,30.017562853331185,-95.43983875897015,+12818660971,{'url': 'https://locations.raisingcanes.com/tx/houston/705-cypress-creek-pkwy'}
Raising Cane's,C205,Raising Cane's Chicken Fingers,4509 Kingwood Dr.,Kingwood,TX,77345,US,30.05114636578164,-95.18308343431767,+17133692630,{'url': 'https://locations.raisingcanes.com/tx/kingwood/4509-kingwood-dr.'}
Raising Cane's,C58,Raising Cane's Chicken Fingers,945 Grand Caillou Rd.,Houma,LA,70363,US,29.582765610036837,-90.69467271717932,+19858761773,{'url': 'https://locations.raisingcanes.com/la/houma/945-grand-caillou-rd.'}
Raising Cane's,C13,Raising Cane's Chicken Fingers,1723 Martin Luther King Blvd,Houma,LA,70360,US,29.6115573534074,-90.75540917485142,+19852191431,{'url': 'https://locations.raisingcanes.com/la/houma/1723-martin-luther-king-blvd'}
Raising Cane's,C47,Raising Cane's Chicken Fingers,1121 E Admiral Doyle Dr,New Iberia,LA,70560,US,29.984853481019098,-91.81833573147247,+13375600756,{'url': 'https://locations.raisingcanes.com/la/new-iberia/1121-e-admiral-doyle-dr'}
Raising Cane's,C59,Raising Cane's Chicken Fingers,301 North Canal Blvd.,Thibodaux,LA,70301,US,29.801865543864643,-90.81663974049283,+19854472515,{'url': 'https://locations.raisingcanes.com/la/thibodaux/301-north-canal-blvd.'}
Raising Cane's,C34,Raising Cane's Chicken Fingers,4817 LaPalco Blvd,Marrero,LA,70072,US,29.874532420994434,-90.09370275478601,+15043289550,{'url': 'https://locations.raisingcanes.com/la/marrero/4817-lapalco-blvd'}
Raising Cane's,C14,Raising Cane's Chicken Fingers,1735 Manhattan Blvd,Harvey,LA,70058,US,29.889028841271262,-90.05617853024911,+15042971622,{'url': 'https://locations.raisingcanes.com/la/harvey/1735-manhattan-blvd'}
Raising Cane's,C31,Raising Cane's Chicken Fingers,4009 Behrman Pl,New Orleans,LA,70114,US,29.909280324222564,-90.01856343252354,+15043634199,{'url': 'https://locations.raisingcanes.com/la/new-orleans/4009-behrman-pl'}
Raising Cane's,C168,Raising Cane's Chicken Fingers,1406 St. Charles Ave,New Orleans,LA,70130,US,29.939412933821703,-90.07489621263177,+15045618672,{'url': 'https://locations.raisingcanes.com/la/new-orleans/1406-st.-charles-ave'}
Raising Cane's,C149,Raising Cane's Chicken Fingers,2918 S Claiborne Ave,New Orleans,LA,70125,US,29.941947306478845,-90.09483658639225,+15048952506,{'url': 'https://locations.raisingcanes.com/la/new-orleans/2918-s-claiborne-ave'}
Raising Cane's,C135,Raising Cane's Chicken Fingers,500 Port of New Orleans Pl,New Orleans,LA,70130,US,29.945855051828275,-90.06229706298589,+15045229437,{'url': 'https://locations.raisingcanes.com/la/new-orleans/500-port-of-new-orleans-pl'}
Raising Cane's,C106,Raising Cane's Chicken Fingers,8113 West Judge Perez Dr.,Chalmette,LA,70043,US,29.956419946586465,-89.98507214299704,+15046822305,{'url': 'https://locations.raisingcanes.com/la/chalmette/8113-west-judge-perez-dr.'}
Raising Cane's,C141,Raising Cane's Chicken Fingers,3235 S. Carrolton Ave.,New Orleans,LA,70118,US,29.96198481896861,-90.11351036705446,+15044884522,{'url': 'https://locations.raisingcanes.com/la/new-orleans/3235-s.-carrolton-ave.'}
Raising Cane's,C23,Raising Cane's Chicken Fingers,919 S. Clearview Pkwy,Jefferson,LA,70121,US,29.95849010958054,-90.18244011043339,+15042161426,{'url': 'https://locations.raisingcanes.com/la/jefferson/919-s.-clearview-pkwy'}
Raising Cane's,C177,Raising Cane's Chicken Fingers,5817 Airline Dr.,Metairie,LA,70003,US,29.97725410900812,-90.1959555216508,+15047331051,{'url': 'https://locations.raisingcanes.com/la/metairie/5817-airline-dr.'}
Raising Cane's,C163,Raising Cane's Chicken Fingers,4740 Chef Menteur Hwy,New Orleans,LA,70126,US,30.005985272362622,-90.03351095333201,+15049489582,{'url': 'https://locations.raisingcanes.com/la/new-orleans/4740-chef-menteur-hwy'}
Raising Cane's,C229,Raising Cane's Chicken Fingers,212 Veterans Memorial Blvd,Metairie,LA,70005,US,29.999762556488207,-90.12545040707593,+15048380493,{'url': 'https://locations.raisingcanes.com/la/metairie/212-veterans-memorial-blvd'}
Raising Cane's,C22,Raising Cane's Chicken Fingers,4036 Veterans Memorial Blvd,Metairie,LA,70002,US,30.00392255445694,-90.17618561490488,+15042971632,{'url': 'https://locations.raisingcanes.com/la/metairie/4036-veterans-memorial-blvd'}
Raising Cane's,C29,Raising Cane's Chicken Fingers,3301 Veterans Memorial Blvd,Metairie,LA,70002,US,30.006452942404056,-90.15729191165676,+15048375620,{'url': 'https://locations.raisingcanes.com/la/metairie/3301-veterans-memorial-blvd'}
Raising Cane's,C46,Raising Cane's Chicken Fingers,3344 Williams Blvd,Kenner,LA,70065,US,30.017535058601506,-90.23910873565663,+15044665110,{'url': 'https://locations.raisingcanes.com/la/kenner/3344-williams-blvd'}
Raising Cane's,C48,Raising Cane's Chicken Fingers,123 W Airline Hwy,Laplace,LA,70068,US,30.066843695547487,-90.48197039036798,+19856524701,{'url': 'https://locations.raisingcanes.com/la/laplace/123-w-airline-hwy'}
Raising Cane's,C1201,Raising Cane's Chicken Fingers,2700 Tyrone Blvd N,St Petersburg,FL,33710,US,27.78971,-82.727985,+17272645492,{'url': 'https://locations.raisingcanes.com/fl/st-petersburg/2700-tyrone-blvd-n'}
Raising Cane's,C857,Raising Cane's Chicken Fingers,4835 East Bay Drive,Clearwater,FL,33764,US,27.915655883870993,-82.7372971141035,+17274313052,{'url': 'https://locations.raisingcanes.com/fl/clearwater/4835-east-bay-drive'}
Raising Cane's,C849,Raising Cane's Chicken Fingers,2525 Gulf to Bay Blvd,Clearwater,FL,33765,US,27.960268440163027,-82.73306931496604,+17274311408,{'url': 'https://locations.raisingcanes.com/fl/clearwater/2525-gulf-to-bay-blvd'}
Raising Cane's,C1162,Raising Cane's Chicken Fingers,25952 State Rd 56,Lutz,FL,33559,US,28.193744,-82.39058299999999,+18135593590,{'url': 'https://locations.raisingcanes.com/fl/lutz/25952-state-rd-56'}
Raising Cane's,C827,Raising Cane's Chicken Fingers,8170 W Irlo Bronson Mem Highway,Kissimmee,FL,34747,US,28.346232361068225,-81.614536584375,+14076707953,{'url': 'https://locations.raisingcanes.com/fl/kissimmee/8170-w-irlo-bronson-mem-highway'}
Raising Cane's,C927,Raising Cane's Chicken Fingers,7105 Palm Parkway,Orlando,FL,32836,US,28.4002772,-81.4881782,+14078034196,{'url': 'https://locations.raisingcanes.com/fl/orlando/7105-palm-parkway'}
Raising Cane's,C803,Raising Cane's Chicken Fingers,12040 Pioneers Way,Orlando,FL,32832,US,28.3915529,-81.2437467,+14078034167,{'url': 'https://locations.raisingcanes.com/fl/orlando/12040-pioneers-way'}
Raising Cane's,C1048,Raising Cane's Chicken Fingers,100 S. Semoran Blvd.,Winter Park,FL,32792,US,28.596831999999992,-81.30776034110453,+13213293555,"{'url': 'https://locations.raisingcanes.com/fl/winter-park/100-s.-semoran-blvd.', 'displayUrl': 'https://locations.raisingcanes.com/fl/winter-park/100-s.-semoran-blvd.'}"
Raising Cane's,C826,Raising Cane's Chicken Fingers,780 East Altamonte Drive,Altamonte Springs,FL,32701,US,28.66267450924318,-81.36340141651262,+14074526900,{'url': 'https://locations.raisingcanes.com/fl/altamonte-springs/780-east-altamonte-drive'}
Raising Cane's,C956,Raising Cane's Chicken Fingers,2451 W International Speedway Blvd,Daytona Beach,FL,32724,US,29.180995760007008,-81.07857151805558,+13862332294,"{'url': 'https://locations.raisingcanes.com/fl/daytona-beach/2451-w-international-speedway-blvd', 'displayUrl': 'https://locations.raisingcanes.com/fl/daytona-beach/2451-w-international-speedway-blvd', 'preferDisplayUrl': False}"
Raising Cane's,C856,Raising Cane's Chicken Fingers,1680 West University Ave.,Gainesville,FL,32603,US,29.652406827379835,-82.34455624792508,+13524482562,{'url': 'https://locations.raisingcanes.com/fl/gainesville/1680-west-university-ave.'}
Raising Cane's,C886,Raising Cane's Chicken Fingers,900 Palm Ave,Imperial Beach,CA,91932,US,32.58426353408596,-117.11407678825132,+19093605643,{'url': 'https://locations.raisingcanes.com/ca/imperial-beach/900-palm-ave'}
Raising Cane's,C520,Raising Cane's Chicken Fingers,512 H St,Chula Vista,CA,91910,US,32.63165708160099,-117.0856360767145,+16192100568,{'url': 'https://locations.raisingcanes.com/ca/chula-vista/512-h-st'}
Raising Cane's,C709,Raising Cane's Chicken Fingers,1830 West Valencia Road,Tucson,AZ,85746,US,32.134392258661535,-111.00489538729218,+15204773014,{'url': 'https://locations.raisingcanes.com/az/tucson/1830-west-valencia-road'}
