store_id,store_internal_id,store_name,ownership_type,address,city,state,zip,country,latitude,longitude,phone,is_open,is_open_24_hours,closing_soon,current_status,hours_status,slug,timezone,distance,is_nearby,has_drive_thru,has_mobile_order,has_oven_warmed_food,has_nitro_cold_brew,has_cafe_seating,has_redeem_rewards,has_outdoor_seating,has_in_store,has_wifi,thu_hours,thu_open,thu_close,fri_hours,fri_open,fri_close,sat_hours,sat_open,sat_close,sun_hours,sun_open,sun_close,mon_hours,mon_open,mon_close,tue_hours,tue_open,tue_close,wed_hours,wed_open,wed_close,mobile_ordering_availability,guest_ordering
73058-303751,1043116,US-83 & Mile 1 E N,CO,3839 E. Expressway 83,Mercedes,TX,78570,US,26.15987,-97.89527,+1 956-825-0668,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,us-83-mile-1-e-n-3839-e-expressway-83-mercedes-tx-785705069-us,GMT-05:00 America/Chicago,12.8162,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 7:00 PM,4:30 AM,7:00 PM,READY,True
87588-317047,8758800,Rio Grande Premium Outlet,LS,5001 E US Expressway 83,Mercedes,TX,78570,US,26.16184,-97.88817,,False,False,False,Opens Thursday at 10:30 AM,Open today from 10:30 AM - 8:00 PM,rio-grande-premium-outlet-5001-e-us-expressway-83-mercedes-tx-78570-us,GMT-05:00 America/Chicago,13.1606,True,False,True,True,True,True,True,True,True,True,10:30 AM to 8:00 PM,10:30 AM,8:00 PM,9:30 AM to 9:00 PM,9:30 AM,9:00 PM,9:30 AM to 9:00 PM,9:30 AM,9:00 PM,10:30 AM to 7:00 PM,10:30 AM,7:00 PM,10:30 AM to 8:00 PM,10:30 AM,8:00 PM,10:30 AM to 8:00 PM,10:30 AM,8:00 PM,10:30 AM to 8:00 PM,10:30 AM,8:00 PM,NOT_READY,False
68299-301773,1040303,E Expressway 83 & Cesar Chavez,CO,1301 E. IH 2,San Juan,TX,78589,US,26.19254,-98.13707,+1 956-847-8238,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,e-expressway-83-cesar-chavez-1301-e-ih-2-san-juan-tx-785894755-us,GMT-05:00 America/Chicago,15.7897,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
69997-305093,1040608,S Jackson Rd & E Dicker Rd,CO,2912 N. Jackson Rd.,Hidalgo,TX,78557,US,26.12356,-98.21743,+1 956-329-2911,True,False,False,Open until 11:00 PM,Open today from 5:00 AM - 11:00 PM,s-jackson-rd-e-dicker-rd-2912-n-jackson-rd-hidalgo-tx-78557-us,GMT-05:00 America/Chicago,15.969,True,True,True,True,True,True,True,True,True,True,5:00 AM to 11:00 PM,5:00 AM,11:00 PM,5:00 AM to 11:00 PM,5:00 AM,11:00 PM,5:00 AM to 11:00 PM,5:00 AM,11:00 PM,5:00 AM to 11:00 PM,5:00 AM,11:00 PM,5:00 AM to 11:00 PM,5:00 AM,11:00 PM,5:00 AM to 11:00 PM,5:00 AM,11:00 PM,5:00 AM to 11:00 PM,5:00 AM,11:00 PM,READY,True
29570-254297,1016067,E. Ridge Rd. & S. Cage Blvd,CO,1233 S CAGE BLVD.,Pharr,TX,78577,US,26.18115,-98.18548,+1 956-483-5105,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,e-ridge-rd-s-cage-blvd-1233-s-cage-blvd-b-pharr-tx-785775965-us,GMT-05:00 America/Chicago,17.0037,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
17371-171064,89190,Jackson & Jackson,CO,1401 E Jackson Ave,McAllen,TX,78503,US,26.19117,-98.2066,+1 956-618-3140,True,False,False,Open until 12:00 AM,Open today from 5:00 AM - 12:00 AM,jackson-jackson-1401-e-jackson-ave-200-mc-allen-tx-785031602-us,GMT-05:00 America/Chicago,18.4067,True,True,True,True,True,False,True,False,True,True,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,READY,True
28129-245585,1014372,Target McAllen 824,LS,708 E Expressway 83,McAllen,TX,78503,US,26.18793,-98.21449,+1 956-686-2611,False,False,False,Opens Thursday at 8:00 AM,Open today from 8:00 AM - 8:00 PM,target-mc-allen-824-708-e-expressway-83-mc-allen-tx-78503-us,GMT-05:00 America/Chicago,18.5941,True,False,False,True,False,False,True,False,True,False,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,NOT_ELIGIBLE,False
9301-84084,13791,83 & 10th St.-Drive Thru,CO,1700 S 10th Street,McAllen,TX,78503,US,26.18889,-98.23292,+1 956-631-3293,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,83-10th-st-drive-thru-1700-s-10th-street-105-mc-allen-tx-785035469-us,GMT-05:00 America/Chicago,19.4734,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
56519-290344,1023515,La Plaza,LS,2200 S. 10th Street,McAllen,TX,78503,US,26.18772,-98.23626,+1 956-331-4105,False,False,False,Opens Thursday at 9:00 AM,Open today from 9:00 AM - 9:00 PM,la-plaza-2200-s-10th-street-c-14-mc-allen-tx-78503-us,GMT-05:00 America/Chicago,19.5741,True,False,True,True,True,False,True,False,True,False,9:00 AM to 9:00 PM,9:00 AM,9:00 PM,8:45 AM to 9:15 PM,8:45 AM,9:15 PM,8:45 AM to 9:15 PM,8:45 AM,9:15 PM,9:45 AM to 7:15 PM,9:45 AM,7:15 PM,9:00 AM to 9:00 PM,9:00 AM,9:00 PM,9:00 AM to 9:00 PM,9:00 AM,9:00 PM,9:00 AM to 9:00 PM,9:00 AM,9:00 PM,NOT_READY,False
66470-301040,1037803,W Nolana Loop & N Cage Blvd.,CO,305 W Nolana Loop,Pharr,TX,78577,US,26.23327,-98.18111,+1 956-904-5404,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,w-nolana-loop-n-cage-blvd-305-w-nolana-loop-pharr-tx-785770659-us,GMT-05:00 America/Chicago,19.6473,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
87229-316061,8722900,W Expy 83 & Dilworth,CO,6202 W Expwy 83,Harlingen,TX,78552,US,26.18766,-97.75153,+1 956-452-4327,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,w-expy-83-dilworth-6202-w-expwy-83-harlingen-tx-78552-us,GMT-05:00 America/Chicago,20.1451,True,True,True,True,True,True,True,True,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
29766-248916,1015468,McColl & Nolana Loop,CO,3904 N McColl Rd,McAllen,TX,78501,US,26.23578,-98.20651,+1 956-638-2688,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,mc-coll-nolana-loop-3904-n-mc-coll-rd-mc-allen-tx-785019160-us,GMT-05:00 America/Chicago,20.725,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
21543-164867,1006678,281 & Trenton,CO,525 E Trenton Rd,Edinburg,TX,78539,US,26.26131,-98.16482,+1 956-292-0611,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,281-trenton-525-e-trenton-rd-edinburg-tx-785392931-us,GMT-05:00 America/Chicago,20.7486,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
76498-100227,7102,Target Harlingen 802,LS,1002 Dixieland Rd,Harlingen,TX,78552,US,26.18296,-97.72175,+1 856-421-4900,False,False,False,Opens Thursday at 8:00 AM,Open today from 8:00 AM - 8:00 PM,target-harlingen-802-1002-dixieland-rd-harlingen-tx-785525913-us,GMT-05:00 America/Chicago,21.399,True,False,False,True,False,False,True,False,True,False,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,NOT_ELIGIBLE,False
8102-95794,8962,10th & Jonquil,CO,3509 N 10th St,McAllen,TX,78501,US,26.23532,-98.22511,+1 956-994-1643,True,False,False,Open until 11:30 PM,Open today from 5:00 AM - 11:30 PM,10th-jonquil-3509-n-10th-st-mc-allen-tx-785011931-us,GMT-05:00 America/Chicago,21.4334,True,True,True,True,True,False,True,False,True,True,5:00 AM to 11:30 PM,5:00 AM,11:30 PM,5:00 AM to 11:30 PM,5:00 AM,11:30 PM,5:00 AM to 11:30 PM,5:00 AM,11:30 PM,5:00 AM to 11:30 PM,5:00 AM,11:30 PM,5:00 AM to 11:30 PM,5:00 AM,11:30 PM,5:00 AM to 11:30 PM,5:00 AM,11:30 PM,5:00 AM to 11:30 PM,5:00 AM,11:30 PM,READY,True
23356-199904,1008664,83 & Bentsen Rd,CO,4317 Expressway 83,McAllen,TX,78503,US,26.1951,-98.27138,+1 956-618-3296,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,83-bentsen-rd-4317-expressway-83-mc-allen-tx-785030201-us,GMT-05:00 America/Chicago,21.5699,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
14223-116007,10539,Hwy 83 & Tyler,CO,1816 W Tyler Ave,Harlingen,TX,78550,US,26.18986,-97.71533,+1 956-428-0402,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,hwy-83-tyler-1816-w-tyler-ave-harlingen-tx-785505939-us,GMT-05:00 America/Chicago,22.0022,True,True,True,True,False,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,5:00 AM to 12:00 AM,5:00 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
76697-102495,10104,Target Mission 2237,LS,2427 E US Expy 83,Mission,TX,78572,US,26.19752,-98.2862,+1 956-928-7280,False,False,False,Opens Thursday at 8:00 AM,Open today from 8:00 AM - 8:00 PM,target-mission-2237-2427-e-us-expy-83-mission-tx-78572-us,GMT-05:00 America/Chicago,22.3965,True,False,False,True,True,False,True,False,True,False,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,NOT_ELIGIBLE,False
65158-298324,1033087,W Nolana Ave & 29th,CO,2908 Nolana Ave,McAllen,TX,78504,US,26.24191,-98.24851,+1 956-625-0007,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,w-nolana-ave-29th-2908-nolana-ave-mc-allen-tx-785042508-us,GMT-05:00 America/Chicago,22.7386,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
2956-91440,13765,10th & Trenton,CO,7017 N 10th,McAllen,TX,78504,US,26.267,-98.21971,+1 956-994-9014,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,10th-trenton-7017-n-10th-v-mc-allen-tx-785043288-us,GMT-05:00 America/Chicago,22.9361,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
81403-306941,1052523,W Nolana Ave & N Ware Rd,CO,3501 Nolana Ave,McAllen,TX,78504,US,26.24172,-98.25418,+1 956-452-9321,True,False,False,Open until 12:30 AM,Open today from 5:00 AM - 12:30 AM,w-nolana-ave-n-ware-rd-3501-nolana-ave-mc-allen-tx-785044594-us,GMT-05:00 America/Chicago,22.969,True,True,True,True,True,True,True,True,True,True,5:00 AM to 12:30 AM,5:00 AM,12:30 AM,5:00 AM to 12:30 AM,5:00 AM,12:30 AM,5:00 AM to 12:30 AM,5:00 AM,12:30 AM,5:00 AM to 12:30 AM,5:00 AM,12:30 AM,5:00 AM to 12:30 AM,5:00 AM,12:30 AM,5:00 AM to 12:30 AM,5:00 AM,12:30 AM,5:00 AM to 12:30 AM,5:00 AM,12:30 AM,READY,True
76671-104559,10111,Target McAllen 2224,LS,3600 Nolana Ave,McAllen,TX,78504,US,26.24445,-98.25408,+1 956-618-7700,False,False,False,Opens Thursday at 8:00 AM,Open today from 8:00 AM - 8:00 PM,target-mc-allen-2224-3600-nolana-ave-mc-allen-tx-785044594-us,GMT-05:00 America/Chicago,23.1022,True,False,False,True,False,False,True,False,True,False,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,8:00 AM to 8:00 PM,8:00 AM,8:00 PM,NOT_ELIGIBLE,False
9893-98527,9577,Ed Carey & Sunshine Strip,CO,1521 N Ed Carey Dr,Harlingen,TX,78550,US,26.17272,-97.67433,+1 956-423-4938,True,False,False,Open until 11:30 PM,Open today from 4:30 AM - 11:30 PM,ed-carey-sunshine-strip-1521-n-ed-carey-dr-harlingen-tx-785508209-us,GMT-05:00 America/Chicago,23.4699,True,True,True,True,True,True,True,True,True,True,4:30 AM to 11:30 PM,4:30 AM,11:30 PM,4:30 AM to 11:30 PM,4:30 AM,11:30 PM,5:00 AM to 11:30 PM,5:00 AM,11:30 PM,5:00 AM to 11:30 PM,5:00 AM,11:30 PM,4:30 AM to 11:30 PM,4:30 AM,11:30 PM,4:30 AM to 7:00 PM,4:30 AM,7:00 PM,4:30 AM to 11:30 PM,4:30 AM,11:30 PM,READY,True
