id,store_number,store_code,store_nickname,drivethru,walkup_window,line1,line2,city,state,postalCode,country,lat,lon,hours,schedule
AZ1303,DB541,AZ1303,Fortuna,1,,11402 S Fortuna Rd,,Yuma,AZ,85367,US,32.66513,-114.44473,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ1401,DB379,AZ1401,E. Queen Creek,1,True,20898 E. Queen Creek Rd.,,Queen Creek,AZ,85142,US,33.26368,-111.63253,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ1402,DB407,AZ1402,Gantzel,1,False,38158 N. Gantzel Rd.,,San Tan Valley,AZ,85140,US,33.22559,-111.56367,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ1403,DB399,AZ1403,Apache Trail,1,True,944 W Apache Trail,,Apache Junction,AZ,85120,US,33.41577,-111.55703,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ1404,DB499,AZ1404,Signal Butte Rd.,0,,2709 S Signal Butte Rd.,,Mesa,AZ,85209,US,33.36587,-111.60095,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ1405,DB582,AZ1405,Crismon,0,,1448 S Crismon Rd.,,Mesa,AZ,85209,US,33.38827,-111.61574,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ1406,DB708,AZ1406,Riggs,0,,20710 E Riggs Rd.,,Queen Creek,AZ,85142,US,33.21994,-111.63546,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ1407,DB1076,AZ1407,Ironwood,1,True,42141 N. Ironwood Dr.,,San Tan Valley,AZ,85140,US,33.26166,-111.56258,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ1410,,AZ1410,University,0,,9145 E University Drive,,Mesa,AZ,85207,US,33.42203,-111.63369,,"[{""date"": ""2025-09-30"", ""start"": null, ""end"": null}, {""date"": ""2025-10-01"", ""start"": null, ""end"": null}, {""date"": ""2025-10-02"", ""start"": null, ""end"": null}, {""date"": ""2025-10-03"", ""start"": null, ""end"": null}, {""date"": ""2025-10-04"", ""start"": null, ""end"": null}, {""date"": ""2025-10-05"", ""start"": null, ""end"": null}, {""date"": ""2025-10-06"", ""start"": null, ""end"": null}, {""date"": ""2025-10-07"", ""start"": null, ""end"": null}, {""date"": ""2025-10-08"", ""start"": null, ""end"": null}, {""date"": ""2025-10-09"", ""start"": null, ""end"": null}, {""date"": ""2025-10-10"", ""start"": null, ""end"": null}, {""date"": ""2025-10-11"", ""start"": null, ""end"": null}, {""date"": ""2025-10-12"", ""start"": null, ""end"": null}, {""date"": ""2025-10-13"", ""start"": null, ""end"": null}]"
AZ1411,DB1029,AZ1411,Power,1,True,23683 S Power Rd,,Queen Creek,AZ,85142,US,33.23369,-111.68563,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
AZ1501,DB330,AZ1501,Beeline,1,True,602 S Beeline Hwy,,Payson,AZ,85541,US,34.23351,-111.323835,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
CA0101,DB222,CA0101,"Sonoma, CA (Sonoma)",1,True,711 Broadway,,Sonoma,CA,95476,US,38.287369,-122.458618,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
CA0102,DB242,CA0102,"Napa, CA (Napa)",1,True,2815 B Jefferson St,,Napa,CA,94558,US,38.31377,-122.29739,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
CA0104,DB774,CA0104,Alhambra,1,True,3455 Alhambra Ave,,Martinez,CA,94553,US,37.99996,-122.1315,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-07:00"", ""end"": ""2025-09-30T22:00:00-07:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-07:00"", ""end"": ""2025-10-01T22:00:00-07:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-07:00"", ""end"": ""2025-10-02T22:00:00-07:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-07:00"", ""end"": ""2025-10-03T23:00:00-07:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-07:00"", ""end"": ""2025-10-04T23:00:00-07:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-07:00"", ""end"": ""2025-10-05T22:00:00-07:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-07:00"", ""end"": ""2025-10-06T22:00:00-07:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-07:00"", ""end"": ""2025-10-07T22:00:00-07:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-07:00"", ""end"": ""2025-10-08T22:00:00-07:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-07:00"", ""end"": ""2025-10-09T22:00:00-07:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-07:00"", ""end"": ""2025-10-10T23:00:00-07:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-07:00"", ""end"": ""2025-10-11T23:00:00-07:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-07:00"", ""end"": ""2025-10-12T22:00:00-07:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-07:00"", ""end"": ""2025-10-13T22:00:00-07:00""}]"
