brand,store_id,store_number,name,ownership,phone,line1,line2,line3,city,region,postalCode,countryCode,lat,lng,open,openStatusFormatted,hoursStatusFormatted,slug
Starbucks,1007353,22710-222689,FLL Terminal 2 Gate D2,LS,+1 954-359-1200,100 Terminal Dr,,,Fort Lauderdale,FL,33315,US,26.07323,-80.14356,True,Open until 9:30 PM,Open today from 4:00 AM - 9:30 PM,fll-terminal-2-gate-d-2-100-terminal-dr-fort-lauderdale-fl-33315-us
Starbucks,1008689,23389-148984,FIU Biscayne Bay Campus Librar,LS,+1 305-919-5322,3000 NE 151st St,,,North Miami,FL,33181,US,25.91099,-80.14257,True,Open until 6:00 PM,Open today from 8:00 AM - 6:00 PM,fiu-biscayne-bay-campus-librar-3000-ne-151st-st-north-miami-fl-331813605-us
Starbucks,17895,10679-96815,Davie Blvd & Federal Hwy,CO,+1 954-522-2407,1150 S Federal Hwy,,,Fort Lauderdale,FL,33316,US,26.1079,-80.13659,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,davie-blvd-federal-hwy-1150-s-federal-hwy-fort-lauderdale-fl-333161216-us
Starbucks,14480,9642-95733,Broward Health Medical Center,CO,+1 954-764-2705,1600 S Andrews Ave,,,Fort Lauderdale,FL,33316,US,26.10225,-80.14095,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,broward-health-medical-center-1600-s-andrews-ave-fort-lauderdale-fl-333162510-us
Starbucks,1017657,49407-266014,Publix Miami Beach 1382,LS,+1 305-864-7405,6876 COLLINS AVE.,,,Miami Beach,FL,33141,US,25.85326,-80.12098,True,Open until 7:00 PM,Open today from 7:00 AM - 7:00 PM,publix-miami-beach-1382-6876-collins-ave-miami-beach-fl-33141-us
Starbucks,1023206,50092-257404,Stirling & I-95,CO,+1 954-779-9668,1716 Stirling Rd,,,Dania,FL,33004,US,26.04867,-80.15647,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,stirling-i-95-1716-stirling-rd-dania-fl-330043101-us
Starbucks,1022555,8528-284189,2309 N Federal Hwy,CO,+1 954-564-9775,2309 N Federal Hwy,,,Fort Lauderdale,FL,33305,US,26.15621,-80.11816,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,2309-n-federal-hwy-2309-n-federal-hwy-fort-lauderdale-fl-333052538-us
Starbucks,15356,8302-11741,350 Las Olas,CO,+1 954-523-7992,350 E Las Olas Blvd,,,Fort Lauderdale,FL,33301,US,26.11907,-80.13963,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,350-las-olas-350-e-las-olas-blvd-fort-lauderdale-fl-333014211-u
Starbucks,1021736,52769-258704,Sixty80 Hotel Entrance,LS,+1 786-598-8705,6080 COLLINS AVE.,,,Miami Beach,FL,33140,US,25.84418,-80.12096,True,Open until 7:00 PM,Open today from 7:00 AM - 7:00 PM,sixty-80-hotel-entrance-6080-collins-ave-miami-beach-fl-33140-us
Starbucks,1029367,58228-290721,Publix Fort Lauderdale 850,LS,+1 954-728-8330,601 S. Andrews Ave.,,,Ft. Lauderdale,FL,33301,US,26.11422,-80.14328,True,Open until 7:00 PM,Open today from 7:00 AM - 7:00 PM,publix-fort-lauderdale-850-601-s-andrews-ave-ft-lauderdale-fl-33301-us
Starbucks,10923,3895-108129,Target Fort Lauderdale 1163,LS,+1 954-390-7992,3200 N Federal Hwy,,,Fort Lauderdale,FL,33306,US,26.16816,-80.11505,True,Open until 8:00 PM,Open today from 7:00 AM - 8:00 PM,target-fort-lauderdale-1163-3200-n-federal-hwy-fort-lauderdale-fl-333061062-us
Starbucks,7831,76450-97602,Target Miami Beach 1038,LS,+1 305-944-5341,14075 Biscayne Blvd,,,Miami Beach,FL,33181,US,25.90651,-80.15676,True,Open until 8:00 PM,Open today from 7:00 AM - 8:00 PM,target-miami-beach-1038-14075-biscayne-blvd-miami-beach-fl-331811629-us
Starbucks,88905,17086-169744,1690 NE Miami Gardens Drive,CO,+1 305-354-7414,1690 NE Miami Gardens Dr,,,Miami,FL,33179,US,25.94558,-80.16742,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,1690-ne-miami-gardens-drive-1690-ne-miami-gardens-dr-miami-fl-331794901-us
Starbucks,1029581,11908-290301,NE 26th St & NE 16th Ave,CO,+1 954-566-1304,1501 NE 26th St,,,Wilton Manors,FL,33305,US,26.15989,-80.12772,True,Open until 9:00 PM,Open today from 4:30 AM - 9:00 PM,ne-26th-st-ne-16th-ave-1501-ne-26th-st-wilton-manors-fl-333051358-us
Starbucks,1031798,8339-272135,Hollywood Blvd & Park Rd,CO,+1 954-965-9605,3255 Hollywood Blvd,,2,Hollywood,FL,33021,US,26.01126,-80.17447,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,hollywood-blvd-park-rd-3255-hollywood-blvd-2-hollywood-fl-330216906-us
Starbucks,1022203,56259-288831,Target Hollywood 877,LS,+1 954-963-1200,3251 Hollywood Blvd,,,Hollywood,FL,33021,US,26.01299,-80.175,True,Open until 8:00 PM,Open today from 7:00 AM - 8:00 PM,target-hollywood-877-3251-hollywood-blvd-hollywood-fl-330216904-us
Starbucks,15388,8430-27708,Biscayne Blvd & NE 135 St,CO,+1 305-947-7445,13503 Biscayne Blvd,,,North Miami Beach,FL,33181,US,25.90028,-80.15997,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,biscayne-blvd-ne-135-st-13503-biscayne-blvd-north-miami-beach-fl-331811615
Starbucks,17277,11609-104748,N Park Rd & Sheridan St,CO,+1 954-989-1231,3305 Sheridan St,,,Hollywood,FL,33021,US,26.03382,-80.17581,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,n-park-rd-sheridan-st-3305-sheridan-st-hollywood-fl-330213606-us
Starbucks,90219,16973-175144,Commercial & Federal Hwy,CO,+1 954-689-6646,4854 N Federal Highway,,,Fort Lauderdale,FL,33308,US,26.18779,-80.11558,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,commercial-federal-hwy-4854-n-federal-highway-fort-lauderdale-fl-33308460
Starbucks,1027664,59502-292700,Memorial Regional Hospital Lob,LS,+1 954-589-5571,3501 Johnson St.,,,Hollywood,FL,33021,US,26.01968,-80.18032,True,Open until 8:00 PM,Open today from 6:30 AM - 8:00 PM,memorial-regional-hospital-lob-3501-johnson-st-hollywood-fl-33021-us
Starbucks,1022921,54255-285954,Holy Cross Hospital Lobby,LS,+1 954-908-5395,4725 N. FEDERAL HWY,,,Fort Lauderdale,FL,33308,US,26.18607,-80.12022,True,Open until 4:30 PM,Open today from 7:00 AM - 4:30 PM,holy-cross-hospital-lobby-4725-n-federal-hwy-fort-lauderdale-fl-33308-us
Starbucks,1008760,22268-166064,Biscayne Blvd & NE 121st St,CO,+1 305-893-7941,12000 Biscayne Blvd,,,Miami,FL,33181,US,25.8872,-80.16502,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,biscayne-blvd-ne-121st-st-12000-biscayne-blvd-miami-fl-331812735-us
Starbucks,1017456,29704-253925,2912 Collins Avenue,CO,+1 786-801-8718,2912 Collins Ave,,,Miami Beach,FL,33140,US,25.80513,-80.12504,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,2912-collins-avenue-2912-collins-ave-miami-beach-fl-331404105-us
Starbucks,1008638,21216-183784,827 Arthur Godfrey Road,CO,+1 786-566-0341,827 W 41st St,,Unit 2,Miami Beach,FL,33140,US,25.8139,-80.1341,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,827-arthur-godfrey-road-827-w-41st-st-unit-2-miami-beach-fl-331403304-us
Starbucks,1014338,47122-254208,Publix Oakland Park 1662,LS,+1 954-776-5435,950 E Commercial Blvd,,,Oakland Park,FL,33334,US,26.18878,-80.13493,True,Open until 7:00 PM,Open today from 7:00 AM - 7:00 PM,publix-oakland-park-1662-950-e-commercial-blvd-oakland-park-fl-33334-us
Starbucks,15403,8476-57419,Atlantic Blvd & Federal Hwy,CO,+1 954-545-3431,423 S Federal Highway,Pompano Plaza,,Pompano Beach,FL,33062,US,26.22869,-80.10301,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,atlantic-blvd-federal-hwy-423-s-federal-highway-pompano-beach-fl-330625901-u
Starbucks,10570,8278-136430,Sheridan & N 56th Ave,CO,+1 954-894-3863,5355 Sheridan St,,Ste 63-B,Hollywood,FL,33021,US,26.03301,-80.19773,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,sheridan-n-56th-ave-5355-sheridan-st-ste-63-b-hollywood-fl-330213342-u
Starbucks,89625,17003-146605,Cd. Obregon,LS,,Av Jalisco No 920,Loc Subancla 1 Entre Norte,Y Sufragio Efectivo,Ciudad Obregon,SON,85000,MX,27.51316,-109.92826,False,,Store hours aren't available,cd-obregon-av-jalisco-no-920-y-sufragio-efectivo-ciudad-obreg
Starbucks,7072,76556-96769,Target Laredo 2112,LS,+1 956-722-6800,1910 Bob Bullock Loop,,,Laredo,TX,78043,US,27.51607,-99.45188,True,Open until 8:00 PM,Open today from 8:00 AM - 8:00 PM,target-laredo-2112-1910-bob-bullock-loop-laredo-tx-780439733-us
Starbucks,10652,70054-106697,Texas A&M Intl. Univ. Library,LS,+1 956-326-3056,5201 University Blvd.,,,Laredo,TX,78041,US,27.57354,-99.43518,True,Open until 9:30 PM,Open today from 7:00 AM - 9:30 PM,texas-a-m-intl-univ-library-5201-university-blvd-laredo-tx-780411920-us
Starbucks,1039743,66290-297981,E Saunders St & N Bartlett Ave,CO,+1 956-452-5799,2202 E Saunders St,,,Laredo,TX,78041,US,27.53101,-99.47383,True,Open until 12:30 AM,Open today from 4:30 AM - 12:30 AM,e-saunders-st-n-bartlett-ave-2202-e-saunders-st-laredo-tx-780415433-us
Starbucks,13974,6781-80660,Del Mar & McPhearson,CO,+1 956-722-5887,1310 A Del Mar Blvd,,,Laredo,TX,78041,US,27.5749,-99.4723,True,Open until 11:00 PM,Open today from 5:00 AM - 11:00 PM,del-mar-mc-phearson-1310-a-del-mar-blvd-laredo-tx-780416524-us
Starbucks,16362,6852-83520,Mall del Norte,CO,+1 956-796-1800,"5300 San Dario, #174",Mall del Norte,,Laredo,TX,78041,US,27.55184,-99.50068,True,Open until 8:30 PM,Open today from 9:30 AM - 8:30 PM,mall-del-norte-5300-san-dario-174-laredo-tx-780413037-us
Starbucks,1017484,48848-265565,Nuevo Laredo DT,LS,,Ave Reforma 3430 Col,Jardin,,Nuevo Laredo,TAM,88260,MX,27.46701,-99.50976,False,,Store hours aren't available,nuevo-laredo-dt-ave-reforma-3430-col-nuevo-laredo-tam-88260-mx
Starbucks,114016,18297-164868,Bob Bullock & McPherson,CO,+1 956-729-7828,10719 McPherson Rd,,,Laredo,TX,78045,US,27.60901,-99.47581,True,Open until 1:00 AM,Open today from 4:30 AM - 1:00 AM,bob-bullock-mc-pherson-10719-mc-pherson-rd-laredo-tx-780456801-us
Starbucks,1023008,57565-289427,Target Laredo 801,LS,+1 956-722-6800,7501 San Dario Ave,,,Laredo,TX,78045,US,27.56961,-99.49978,True,Open until 1:00 AM,Open today from 7:00 AM - 1:00 AM,target-laredo-801-7501-san-dario-ave-laredo-tx-78045-us
Starbucks,1040302,68296-298605,I-35 & W Del Mar Blvd,CO,+1 956-452-9620,7037 San Dario Ave,,,Laredo,TX,78041,US,27.56622,-99.50221,True,Open until 11:00 PM,Open today from 5:00 AM - 11:00 PM,i-35-w-del-mar-blvd-7037-san-dario-ave-laredo-tx-78041-us
Starbucks,1027748,60637-293006,US-77 & E Gen. Cavazos,CO,+1 361-219-3649,2518 S US HWY 77,,,Kingsville,TX,78363,US,27.49279,-97.84505,True,Open until 10:30 PM,Open today from 4:30 AM - 10:30 PM,us-77-e-gen-cavazos-2518-s-us-hwy-77-kingsville-tx-783632837-us
Starbucks,19108,7071-151265,Texas A&M University Kingsvill,LS,+1 361-593-3096,1050 Santa Gertrudis Blvd,,,Kingsville,TX,78363,US,27.52354,-97.88178,True,Open until 9:00 PM,Open today from 7:00 AM - 9:00 PM,texas-a-m-university-kingsvill-1050-santa-gertrudis-blvd-kingsville-tx-783634701-
Starbucks,1039258,65588-300030,E Main St. & Coyote Trail,CO,+1 361-415-8362,1728 E Main St,,,Alice,TX,78332,US,27.759,-98.05248,True,Open until 9:30 PM,Open today from 4:30 AM - 9:30 PM,e-main-st-coyote-trail-1728-e-main-st-alice-tx-783324048-us
Starbucks,1038442,71247-298118,Target Bradenton Northwest T-3,LS,,7350 Manatee Ave W,,,Bradenton,FL,34209,US,27.498,-82.63499,True,Open until 8:00 PM,Open today from 8:00 AM - 8:00 PM,target-bradenton-northwest-t-3-7350-manatee-ave-w-bradenton-fl-34209-us
Starbucks,9603,3485-91461,75th St & Cortez Rd,CO,+1 941-794-8910,7484 Cortez Rd W,,,Bradenton,FL,34210,US,27.46289,-82.63656,True,Open until 8:30 PM,Open today from 5:00 AM - 8:30 PM,75th-st-cortez-rd-7484-cortez-rd-w-bradenton-fl-342102444-us
Starbucks,10637,13236-104290,Manatee Ave & 59th St,CO,+1 941-761-8314,5783 Manatee Ave W,,,Bradenton,FL,34209,US,27.49553,-82.61862,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,manatee-ave-59th-st-5783-manatee-ave-w-bradenton-fl-342092534-us
Starbucks,1010059,8541-186204,US 41 & 53rd Ave,CO,+1 941-753-2466,5250 14th St W,,,Bradenton,FL,34207,US,27.44803,-82.57585,True,Open until 8:30 PM,Open today from 5:00 AM - 8:30 PM,us-41-53rd-ave-5250-14th-st-w-bradenton-fl-342072810-us
Starbucks,1039770,68190-299167,Cortez & 9th St West,CO,+1 941-263-7517,901 Cortez Rd W,,,Bradenton,FL,34207,US,27.462,-82.57156,True,Open until 8:30 PM,Open today from 5:00 AM - 8:30 PM,cortez-9th-st-west-901-cortez-rd-w-bradenton-fl-342071435-us
Starbucks,11024,11679-105826,US 41 & Manatee Ave,CO,+1 941-746-0463,102 Manatee Ave E,,,Bradenton,FL,34208,US,27.49499,-82.56258,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,us-41-manatee-ave-102-manatee-ave-e-bradenton-fl-342081930-us
Starbucks,1033147,62532-293414,Gulf Blvd & Dolphin Village,CO,+1 727-387-5264,4811 Gulf Blvd,,,St Pete Beach,FL,33706,US,27.72309,-82.74031,True,Open until 7:30 PM,Open today from 5:00 AM - 7:30 PM,gulf-blvd-dolphin-village-4811-gulf-blvd-st-pete-beach-fl-337062409-us
Starbucks,1014370,27688-247555,Eckerd College James Center,LS,+1 727-864-7808,4200 54th Ave S,,,St. Petersburg,FL,33711,US,27.71288,-82.6856,True,Open until 5:00 PM,Open today from 7:00 AM - 5:00 PM,eckerd-college-james-center-4200-54th-ave-s-st-petersburg-fl-33711-us
Starbucks,8651600,86516-314468,SRQ Level 2 Gate B6,LS,+1 941-555-5555,Sarasota International Airport,,6000 Airport Cir,sarasota,FL,34243,US,27.38927,-82.55382,True,Open until 6:45 PM,Open today from 4:30 AM - 6:45 PM,srq-level-2-gate-b-6-sarasota-international-airport-6000-airport-cir-sa
