stand_id,franchise_id,address,city,state_code,state,postal_code,country,phone,lat,lon,project_stage,open_date,google_review_link,stand_photo,notes
000030,010,3031 E Central Ave,Wichita,KS,Kansas,67214,USA,(316) 205-1070,37.693370,-97.300600,6-Open,2022-11-07,https://g.page/r/CbcMOLwaZb8sEBM/review,true,
000051,052,2830 S State Hwy 161,Grand Prairie,TX,Texas,75052,USA,(469) 940-7346,32.704650,-97.024200,6-Open,2022-11-10,https://g.page/r/CVgWxoojRkhgEBM/review,true,
000158,046,11921 Maumelle Blvd,North Little Rock,AR,Arkansas,72113,USA,(501) 642-2093,34.828790,-92.392400,6-Open,2022-11-30,https://g.page/r/CdM0AV-XCgiQEBM/review,true,
000053,028,5655 O St,Lincoln,NE,Nebraska,68510,USA,(531) 530-3558,40.813070,-96.642700,6-Open,2022-12-05,https://g.page/r/CetGBKsHp6fDEBM/review,true,
000029,052,1780 Highway 157,Mansfield,TX,Texas,76063,USA,(682) 710-7217,32.598680,-97.145700,6-Open,2022-12-05,https://g.page/r/CYNoAs4SJULLEBM/review,true,
000081,025,1809 S Harbor City Blvd,Melbourne,FL,Florida,32901,USA,(321) 966-4908,28.081170,-80.603700,6-Open,2022-12-12,https://g.page/r/CQ1T-FFVQIC1EBM/review,true,
000130,037,1336 E Stone Dr,Kingsport,TN,Tennessee,37660,USA,(479) 358-9274,36.550250,-82.524000,6-Open,2022-12-12,https://g.page/r/CZAQjwCWkzaaEBM/review,false,
000068,015,1077 E Downing St,Tahlequah,OK,Oklahoma,74464,USA,(539) 234-6404,35.916170,-94.954800,6-Open,2022-12-29,https://g.page/r/Cee5px-1yTB-EBM/review,true,
000043,015,1501 E Kenosha St,Broken Arrow,OK,Oklahoma,74012,USA,(539) 250-4502,36.060180,-95.810100,6-Open,2022-12-31,https://g.page/r/Cd4oGNl97329EBM/review,true,
000122,005,5117 Essen Ln,Baton Rouge,LA,Louisiana,70809,USA,(225) 243-1820,30.401460,-91.105600,6-Open,2023-01-01,https://g.page/r/CRziOVzjJODTEBM/review,true,
000096,015,1034 W Shawnee Ave,Muskogee,OK,Oklahoma,74401,USA,(539) 250-4503,35.770400,-95.372300,6-Open,2023-01-09,https://g.page/r/CbxWAWmHg_zGEBM/review,true,
000082,025,5450 Murrell Rd,Rockledge,FL,Florida,32955,USA,(321) 977-6033,28.266490,-80.718800,6-Open,2023-01-09,https://g.page/r/CQjBV8VB9C0mEBM/review,true,
000037,015,1104 W New Orleans St,Broken Arrow,OK,Oklahoma,74011,USA,(918) 578-0902,36.017410,-95.802300,6-Open,2023-01-10,https://g.page/r/CRypOEJX-OFJEBM/review,true,
000079,015,200 S Bragg Blvd,Spring Lake,NC,North Carolina,28390,USA,(910) 930-0618,35.165020,-78.972800,6-Open,2023-01-11,https://g.page/r/CdszmIvJB9YUEBM/review,true,
000028,071,15027 Metcalf Ave,Overland Park,KS,Kansas,66223,USA,(816) 300-3622,38.855700,-94.667800,6-Open,2023-01-12,https://g.page/r/Cb3vGlBqor0UEBM/review,true,
000105,023,1101 S Jackson Rd,Pharr,TX,Texas,78577,USA,(479) 358-9274,26.186090,-98.205800,6-Open,2023-01-23,https://g.page/r/CXJAw2bgIb3hEBM/review,true,
000054,008,2220 S M 291 Hwy,Independence,MO,Missouri,64057,USA,(816) 300-3624,39.060610,-94.371500,6-Open,2023-01-23,https://g.page/r/CXtPHjvw2GWCEBM/review,true,
000166,068,13815 US-19,Thomasville,GA,Georgia,31792,USA,(850) 448-1785,30.838490,-83.944500,6-Open,2023-01-23,https://g.page/r/CbV58lS3jUOuEBM/review,true,
000046,015,3307 Bragg Blvd,Fayetteville,NC,North Carolina,28303,USA,(910) 930-0619,35.076200,-78.934600,6-Open,2023-01-26,https://g.page/r/CTJDb-xngNQQEBM/review,true,
000134,047,1415 University Ave,Lubbock,TX,Texas,79401,USA,(806) 699-6582,33.582000,-101.870000,6-Open,2023-01-30,https://g.page/r/CUKr55yF3OcuEBM/review,true,
000042,011,1580 State Hwy K,O'Fallon,MO,Missouri,63366,USA,(636) 429-9590,38.788490,-90.698900,6-Open,2023-01-30,https://g.page/r/CRIrL18ecwb8EBM/review,true,
000108,015,3602 Cougill Ln,Lafayette,IN,Indiana,47909,USA,(479) 358-9274,40.367550,-86.861400,6-Open,2023-02-03,https://g.page/r/CWYtoqAwRhi3EBM/review,false,
000035,046,11100 N Rodney Parham Rd,Little Rock,AR,Arkansas,72212,USA,(501) 642-2094,34.771860,-92.396700,6-Open,2023-02-13,https://g.page/r/CaMiRIAprRlrEBM/review,true,
000085,026,11001 Metcalf Ave,Overland Park,KS,Kansas,66211,USA,(816) 477-5542,38.929270,-94.667700,6-Open,2023-02-13,https://g.page/r/CWZziInF8bnBEBM/review,true,
000044,015,2501 E Main St,Plainfield,IN,Indiana,46168,USA,(463) 258-0340,39.715290,-86.362100,6-Open,2023-02-14,https://g.page/r/CWjngeqMOLFzEBM/review,false,
000127,015,961 Hwy 17 N,North Myrtle Beach,SC,South Carolina,29577,USA,(479) 358-9274,33.703480,-78.930700,6-Open,2023-02-15,https://g.page/r/CavwaAf7OhqHEBM/review,true,
000038,015,4626 E County Line Rd,Indianapolis,IN,Indiana,46237,USA,(463) 258-0365,39.636770,-86.089900,6-Open,2023-02-20,https://g.page/r/CaMVjVvKTw8eEBM/review,true,
000109,015,2424 IN-44,Shelbyville,IN,Indiana,46176,USA,(463) 271-4001,39.523710,-85.743700,6-Open,2023-02-24,https://g.page/r/CQXaWOl8nECiEBM/review,false,
000189,023,200 Rocky Rd,Brownsville,TX,Texas,78526,USA,(479) 358-9274,25.954560,-97.486200,6-Open,2023-02-27,https://g.page/r/CY7GqW8FiubeEBM/review,false,
000045,037,2206 Moody Pkwy,Moody,AL,Alabama,35004,USA,(659) 259-0015,33.572740,-86.518200,6-Open,2023-02-27,https://g.page/r/CaSrC7pkBaT2EBM/review,true,
000175,037,1910 N Roan St,Johnson City,TN,Tennessee,37601,USA,(479) 358-9274,36.336860,-82.372200,6-Open,2023-02-27,https://g.page/r/CQfp7SKfGlibEBM/review,true,
000076,005,1538 W Hwy 30,Gonzales,LA,Louisiana,70737,USA,(225) 800-9095,30.211380,-90.936600,6-Open,2023-03-01,https://g.page/r/CWUWvkE6GuyVEBM/review,true,
000110,015,3710 S East St,Indianapolis,IN,Indiana,46227,USA,(463) 271-4002,39.713010,-86.149600,6-Open,2023-03-10,https://g.page/r/CUAXbpAjt-gGEBM/review,true,
000086,015,3838 Grace St,Lafayette,IN,Indiana,47905,USA,(479) 358-9274,40.418550,-86.834400,6-Open,2023-03-17,https://g.page/r/CXRC7c3sV_ykEBM/review,false,
000024,039,2962 Scottsville Rd,Bowling Green,KY,Kentucky,42104,USA,(270) 770-2351,36.944080,-86.422400,6-Open,2023-03-20,https://g.page/r/Cf0B32RSO_DYEBM/review,false,
000182,046,8023 Cantrell Rd,Little Rock,AR,Arkansas,72227,USA,(501) 642-2095,34.775460,-92.362600,6-Open,2023-03-20,https://g.page/r/CW3DWKbJrgslEBM/review,true,
000060,011,1807 Missouri Blvd,Jefferson City,MO,Missouri,65109,USA,(573) 691-4893,38.580490,-92.200200,6-Open,2023-03-20,https://g.page/r/Ccvcy6AUoH9MEBM/review,true,
000062,037,5417 TN-153,Hixson,TN,Tennessee,37343,USA,(423) 805-1743,35.137910,-85.248200,6-Open,2023-03-20,https://g.page/r/CdIlrukRgQ6GEBM/review,true,
000206,037,4709 University Dr,Huntsville,AL,Alabama,35816,USA,(256) 913-4738,34.735210,-86.648500,6-Open,2023-04-03,https://g.page/r/Cc5gMZYbM9wFEBM/review,true,
000106,020,105 Charlestowne Way,Augusta,GA,Georgia,30907,USA,(706) 426-5530,33.512030,-82.048000,6-Open,2023-04-12,https://g.page/r/CUgKnmVYkCpnEBM/review,true,
000172,046,3212 E Race St,Searcy,AR,Arkansas,72143,USA,(501) 642-2096,35.250910,-91.693400,6-Open,2023-04-17,https://g.page/r/CVsGSEm4V-uXEBM/review,true,
000205,037,928 Beltline Rd,Decatur,AL,Alabama,35601,USA,(256) 973-0369,34.560300,-87.000700,6-Open,2023-04-17,https://g.page/r/CeM6_91LAI6HEBM/review,true,
000075,026,5001 N Tarrant Pkwy,Fort Worth,TX,Texas,76244,USA,(682) 730-3644,32.894570,-97.275800,6-Open,2023-04-24,https://g.page/r/CUE6labI6eqLEBM/review,true,
000224,004,650 Hwy 62 E,Mountain Home,AR,Arkansas,72653,USA,(417) 464-6250,36.345200,-92.376900,6-Open,2023-04-24,https://g.page/r/CUcofmSNuKY_EBM/review,false,
000132,015,115 Petigru Dr,Pawleys Island,SC,South Carolina,29585,USA,(843) 829-1444,33.437410,-79.133500,6-Open,2023-04-27,https://g.page/r/CU67ZDg8KpnlEBM/review,true,
000116,035,1010 S Moorland Rd,Brookfield,WI,Wisconsin,53005,USA,(262) 800-7729,43.020410,-88.107000,6-Open,2023-05-01,https://g.page/r/CaHVIWNQBhnxEBM/review,true,
000100,023,6133 Saratoga Blvd,Corpus Christi,TX,Texas,78414,USA,(361) 929-3419,27.679900,-97.373700,6-Open,2023-05-01,https://g.page/r/CdvPc-vS2uzgEBM/review,true,
000173,046,11418 W Markham St,Little Rock,AR,Arkansas,72211,USA,(501) 764-9139,34.754370,-92.403300,6-Open,2023-05-15,https://g.page/r/CVqtV-C_Fw1nEBM/review,true,
000185,011,333 S Western Ave,Springfield,MO,Missouri,65802,USA,(417) 621-9873,37.207850,-93.347300,6-Open,2023-05-15,https://g.page/r/CShJ8h91Ncb1EBM/review,false,
000056,008,1430 NE Douglas St,Lee's Summit,MO,Missouri,64086,USA,(816) 988-3991,38.937920,-94.379000,6-Open,2023-05-15,https://g.page/r/CRIWBbYJIXWnEBM/review,true,
000070,005,28195 Walker South Rd,Walker,LA,Louisiana,70785,USA,(225) 243-1820,30.476430,-90.864000,6-Open,2023-05-18,https://g.page/r/CQ8OavPJNTGzEBM/review,false,
000139,047,2541 S Ferdon Blvd,Crestview,FL,Florida,32536,USA,(251) 494-4010,30.734420,-86.565600,6-Open,2023-05-22,https://g.page/r/CYl0JmuqeoirEBM/review,true,
000063,032,1625 Union Ave,Memphis,TN,Tennessee,38104,USA,(901) 698-5935,35.135690,-90.007400,6-Open,2023-05-22,https://g.page/r/CUmOOjQ_59JLEBM/review,true,
000129,047,3838 Andrews Hwy,Odessa,TX,Texas,79762,USA,(432) 400-6787,31.882090,-102.384000,6-Open,2023-05-22,https://g.page/r/Cd_eOhLHoMDlEBM/review,true,
000065,052,1780 N Hwy 77,Waxahachie,TX,Texas,76645,USA,(682) 868-4324,32.094120,-96.996700,6-Open,2023-05-22,https://g.page/r/CcZAuqC08nNjEBM/review,true,
000176,039,4265 Harrodsburg Rd,Lexington,KY,Kentucky,40514,USA,(859) 682-5767,37.997570,-84.580800,6-Open,2023-05-22,https://g.page/r/CRb0FiIDOb3cEBM/review,true,
000161,025,6325 N Wickham Rd,Melbourne,FL,Florida,32940,USA,(321) 977-6037,28.214490,-80.672400,6-Open,2023-05-22,https://g.page/r/CfgJA6YjLkKDEBM/review,true,
000208,037,701 Pelham Rd S,Jacksonville,AL,Alabama,36265,USA,(659) 910-0389,33.808180,-85.761700,6-Open,2023-05-29,https://g.page/r/CWqq6aSXq_vwEBM/review,true,
000188,015,3004 N Broadway St,Poteau,OK,Oklahoma,74953,USA,(479) 599-2086,35.089150,-94.630300,6-Open,2023-06-12,https://g.page/r/CSjZDcQI0RlhEBM/review,true,
000121,047,4001 N Grandview Ave,Odessa,TX,Texas,79762,USA,(432) 444-5947,31.888260,-102.352000,6-Open,2023-06-12,https://g.page/r/CQB3yrTQwAaqEBM/review,true,
000055,071,2021 E Santa Fe St,Olathe,KS,Kansas,66062,USA,(913) 407-7176,38.883370,-94.781900,6-Open,2023-06-12,https://g.page/r/CSOhf_3yUisAEBM/review,true,
000174,037,1210 W Harris Dr,Johnson City,TN,Tennessee,37604,USA,(479) 358-9274,36.304030,-82.373100,6-Open,2023-06-12,https://g.page/r/CSS0YIC70Jd8EBM/review,true,
000047,015,2435 N Lebanon St,Lebanon,IN,Indiana,46052,USA,(463) 275-9001,40.073260,-86.473000,6-Open,2023-06-12,https://g.page/r/CbWNvFAaomq8EBM/review,true,
000077,025,1209 W Morton Ave,Jacksonville,IL,Illinois,62650,USA,(217) 281-0717,39.723220,-90.250800,6-Open,2023-06-19,https://g.page/r/CVqGuWH3BL_WEBM/review,true,
000207,037,1615 E University Dr,Auburn,AL,Alabama,36830,USA,(479) 358-9274,32.617980,-85.447600,6-Open,2023-06-19,https://g.page/r/CdOMCI_QhfD6EBM/review,true,
000078,001,1360 E Robinson Ave,Springdale,AR,Arkansas,72764,USA,(479) 770-5633,36.167460,-94.116200,6-Open,2023-06-26,https://g.page/r/CcooN2YzXl9cEBM/review,true,
000170,034,2901 Pat Booker Rd,Universal City,TX,Texas,78148,USA,(210) 512-8619,29.557620,-98.321100,6-Open,2023-06-26,https://g.page/r/Ccyz4E-SvhddEBM/review,true,
000099,025,1114 W S Airport Rd,Traverse City,MI,Michigan,49686,USA,(479) 358-9274,44.733650,-85.597800,6-Open,2023-06-26,https://g.page/r/CU0uAIH7hb3dEBM/review,true,
000118,047,6821 Slide Rd,Lubbock,TX,Texas,79424,USA,(806) 758-3501,33.531620,-101.922000,6-Open,2023-06-29,https://g.page/r/CZdu4-83WInvEBM/review,true,
000137,044,2904 Stallings Ln,Jonesboro,AR,Arkansas,72401,USA,(870) 641-4776,35.832200,-90.669500,6-Open,2023-07-10,https://g.page/r/CW6gF0I4h2Y2EBM/review,true,
000097,023,3000 W Trenton Rd,Edinburg,TX,Texas,78539,USA,(479) 358-9274,26.265840,-98.203600,6-Open,2023-07-10,https://g.page/r/Ce4RwMHmdXAZEBM/review,true,
000040,015,3264 Gerona Dr E,Jacksonville,FL,Florida,32224,USA,(904) 579-7235,30.288290,-81.456000,6-Open,2023-07-11,https://g.page/r/CUI7wXWer5iqEBM/review,true,
000124,010,110 N Rock Rd,Wichita,KS,Kansas,67206,USA,(316) 205-1072,37.687010,-97.243800,6-Open,2023-07-19,https://g.page/r/CQNV6ANqWGPPEBM/review,true,
000154,047,7403 Milwaukee Ave,Lubbock,TX,Texas,79424,USA,(806) 758-3504,33.526050,-101.956000,6-Open,2023-07-24,https://g.page/r/CS14dAXMboPMEBM/review,true,
000145,025,2019 Okeechobee Blvd,West Palm Beach,FL,Florida,33409,USA,(561) 925-8442,26.706320,-80.080600,6-Open,2023-07-24,https://g.page/r/Cf62mCvQbrPyEBM/review,true,
000178,039,2895 Richmond Rd,Lexington,KY,Kentucky,40509,USA,(859) 810-2891,38.006950,-84.450900,6-Open,2023-07-24,https://g.page/r/CXrgdRrEHGebEBM/review,true,
000187,024,5018 W Mercury Blvd,Newport News,VA,Virginia,23605,USA,(948) 666-2195,37.023480,-76.437400,6-Open,2023-07-26,https://g.page/r/CV-75Ci7XAnbEBM/review,true,
000115,047,923 NW Sheridan Rd,Lawton,OK,Oklahoma,73505,USA,(479) 358-9274,34.618390,-98.422000,6-Open,2023-07-31,https://g.page/r/CZbJOR1Ez6dEEBM/review,true,
000084,052,3040 E Hebron Pkwy,Carrollton,TX,Texas,75010,USA,(940) 557-5645,33.025610,-96.853100,6-Open,2023-07-31,https://g.page/r/CY2y56ncGOu0EBM/review,true,
000223,026,604 S Saginaw Blvd,Saginaw,TX,Texas,76179,USA,(945) 234-3957,32.852750,-97.361200,6-Open,2023-07-31,https://g.page/r/CUFWuz2XyYsQEBM/review,true,
000102,020,2915 Peach Orchard Rd,Augusta,GA,Georgia,30906,USA,(706) 426-5585,33.417620,-82.023500,6-Open,2023-08-02,https://g.page/r/CWkOnUMiFJvbEBM/review,true,
000057,025,4104 E Lincolnway,Sterling,IL,Illinois,61081,USA,(479) 358-9274,41.791420,-89.747300,6-Open,2023-08-07,https://g.page/r/CTwuup7ZEmUwEBM/review,true,
000183,046,918 W Main St,Cabot,AR,Arkansas,72023,USA,(501) 764-9692,34.976470,-92.025300,6-Open,2023-08-14,https://g.page/r/CV9HOTckx2ejEBM/review,true,
000136,037,1302 Blowing Rock Rd,Boone,NC,North Carolina,28607,USA,(980) 323-9290,36.202860,-81.665300,6-Open,2023-08-18,https://g.page/r/Caw0Iz-ZaxLPEBM/review,false,
000098,015,1940 S 14th St,Fernandina Beach,FL,Florida,32034,USA,(904) 582-8695,30.640090,-81.455500,6-Open,2023-08-19,https://g.page/r/CW4bEcvCdZmvEBM/review,true,
000061,019,15610 Hickman Rd,Clive,IA,Iowa,50325,USA,(515) 304-5923,41.614670,-93.834300,6-Open,2023-08-21,https://g.page/r/Cen-FQdV-D1WEBM/review,true,
000164,025,111 Valor Dr SE,Palm Bay,FL,Florida,32909,USA,(321) 977-6038,27.998250,-80.644200,6-Open,2023-08-21,https://g.page/r/CfGprwxv1NJDEBM/review,true,
000151,047,2730 SW Pkwy,Wichita Falls,TX,Texas,76308,USA,(479) 358-9274,33.858110,-98.535200,6-Open,2023-08-26,https://g.page/r/CX9IYw5WqMQSEBM/review,true,
000211,037,2803 W Andrew Johnson Hwy,Morristown,TN,Tennessee,37814,USA,(479) 358-9274,36.201110,-83.333500,6-Open,2023-08-28,https://g.page/r/CYN_x6vvY1M3EBM/review,true,
000255,052,2530 Lincoln Way E,Massillon,OH,Ohio,44646,USA,(234) 348-3657,40.798110,-81.486900,6-Open,2023-08-28,https://g.page/r/Cef7fLCV3tXeEBM/review,true,
000240,048,100 Plaza Dr,Vestal,NY,New York,13850,USA,(607) 658-8764,42.093150,-75.954900,6-Open,2023-08-28,https://g.page/r/CZ16Lf3-bVtIEBM/review,true,
000112,022,2405 N Clairemont Ave,Eau Claire,WI,Wisconsin,54703,USA,(715) 727-5982,44.824250,-91.543700,6-Open,2023-09-04,https://g.page/r/CQPXgXNYjM1jEBM/review,true,
000300,032,2019 Whitten Rd,Memphis,TN,Tennessee,38133,USA,(901) 698-7247,35.180460,-89.836900,6-Open,2023-09-04,https://g.page/r/CavBYLc4xintEBM/review,true,
000111,015,7450 E County Rd 700 N,Brownsburg,IN,Indiana,46112,USA,(463) 583-5335,39.865830,-86.393100,6-Open,2023-09-06,https://g.page/r/CY4Ni4UYwQ3WEBM/review,true,
000101,015,2597 S Woodland Blvd,DeLand,FL,Florida,32720,USA,(321) 977-6047,28.983080,-81.299400,6-Open,2023-09-08,https://g.page/r/CZk7C43F9fPPEBM/review,true,
000036,010,11465 E 21st St N,Wichita,KS,Kansas,67206,USA,(316) 895-7953,37.723100,-97.205000,6-Open,2023-09-11,https://g.page/r/Cfi6YZZKIljoEBM/review,true,
000169,025,2816 Joseph Cannon Way,Marion,IL,Illinois,62959,USA,(479) 358-9274,37.743460,-88.973900,6-Open,2023-09-11,https://g.page/r/Cf60AuaNjZO6EBM/review,true,
000135,011,354 W Buena Vista St,Springfield,MO,Missouri,65810,USA,(417) 657-3201,37.131080,-93.295600,6-Open,2023-09-11,https://g.page/r/CdYsJ-vE7BWOEBM/review,true,
000299,039,101 Crossfield Dr,Versailles,KY,Kentucky,40383,USA,(859) 810-2892,38.053880,-84.716600,6-Open,2023-09-11,https://g.page/r/Ca_VyLwp0NagEBM/review,true,
000192,047,1201 N Commerce St,Ardmore,OK,Oklahoma,73401,USA,(479) 358-9274,34.188110,-97.143600,6-Open,2023-09-18,https://g.page/r/CTP-atuZ8VoNEBM/review,true,
000072,034,6202 I-35,San Antonio,TX,Texas,78218,USA,(210) 512-8621,29.484800,-98.402200,6-Open,2023-09-18,https://g.page/r/CWBg8dhQxlifEBM/review,true,
000282,046,2630 Richmond Rd,Texarkana,TX,Texas,75503,USA,(479) 358-9274,33.458980,-94.089300,6-Open,2023-09-18,https://g.page/r/CQ-uoxE0EyYuEBM/review,true,
000067,003,3700 Buford Dr,Buford,GA,Georgia,30519,USA,(678) 621-7801,34.082940,-83.988600,6-Open,2023-09-18,https://g.page/r/CXO3FikiDsWaEBM/review,true,
000120,025,2016 Mt Zion Rd,Decatur,IL,Illinois,62521,USA,(217) 800-4391,39.817630,-88.877900,6-Open,2023-09-25,https://g.page/r/CXNpWcZ2wJd3EBM/review,true,
000269,052,3121 Maple Ave,Zanesville,OH,Ohio,43701,USA,(479) 358-9274,39.979170,-82.017100,6-Open,2023-09-25,https://g.page/r/Ccorsm4UIbEfEBM/review,true,
000266,020,7234 Garners Ferry Rd,Columbia,SC,South Carolina,29209,USA,(839) 895-5029,33.971530,-80.949400,6-Open,2023-09-27,https://g.page/r/CZm_zMas3kFUEBM/review,false,
000258,015,619 NC-24,Albemarle,NC,North Carolina,28001,USA,(980) 431-5774,35.344140,-80.177500,6-Open,2023-10-02,https://g.page/r/CWSVBE7fRAqsEBM/review,true,
000171,034,21410 Kuykendahl Rd,Spring,TX,Texas,77379,USA,(346) 589-8099,30.079080,-95.518000,6-Open,2023-10-03,https://g.page/r/CWW9UeQsKFT3EBM/review,true,
000032,045,509 N Cambell St,Rapid City,SD,South Dakota,57701,USA,(479) 358-9274,44.086430,-103.192000,6-Open,2023-10-09,https://g.page/r/CXhiF61MI5mpEBM/review,true,
000194,047,1617 Garth Brooks Blvd,Yukon,OK,Oklahoma,73099,USA,(405) 870-7584,35.481790,-97.759500,6-Open,2023-10-09,https://g.page/r/CY-w-TUEUm0OEBM/review,true,
000191,047,2110 S Western St,Amarillo,TX,Texas,79109,USA,(479) 358-9274,35.189440,-101.884000,6-Open,2023-10-09,https://g.page/r/CWc4J7fwLw_MEBM/review,true,
000059,008,2505 NE Vivion Rd,Kansas City,MO,Missouri,64118,USA,(913) 407-7178,39.185680,-94.549600,6-Open,2023-10-09,https://g.page/r/CYB13bSdF4_tEBM/review,true,
